"Country","Year","TotalPopulation","LifeExpectancy","GDPPerCapita","ChildrenPerWoman","UnderFiveMortality","region","NumIncidents","NumFatalities","NumWounded","PctSuccess","FatalPerInc","NumCode","ReligionDetail","HDI","MilXpnd","Religion"
"Afghanistan",1970,11.964906,36.663,1119.906184,7.671,309,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Afghanistan",1971,12.273101,37.143,1039.780886,7.671,304.1,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Afghanistan",1972,12.593688,37.614,994.4720758,7.671,299,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Afghanistan",1973,12.915499,38.075,1079.818009,7.671,294,"SouthAs",1,0,1,0,0,4,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Afghanistan",1974,13.223928,38.529,1109.509798,7.671,288.8,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Afghanistan",1975,13.505544,38.977,1137.547062,7.671,283.6,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Afghanistan",1976,13.766792,39.417,1164.089498,7.67,278,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Afghanistan",1977,14.003408,39.855,1056.469927,7.67,272.7,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Afghanistan",1978,14.179656,40.298,1111.541965,7.67,267,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Afghanistan",1979,14.249493,40.756,1087.327241,7.669,260.9,"SouthAs",3,53,1,100,17.7,4,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Afghanistan",1980,14.185729,41.242,1089.15162,7.669,255,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",0.23,NA,"Muslim (Sunni)"
"Afghanistan",1981,13.984092,NA,1205.305056,7.67,248.7,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",0.23,NA,"Muslim (Sunni)"
"Afghanistan",1982,13.67287,NA,1314.364729,7.671,242.1,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",0.23,NA,"Muslim (Sunni)"
"Afghanistan",1983,13.300056,NA,1361.564785,7.673,235.1,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",0.23,NA,"Muslim (Sunni)"
"Afghanistan",1984,12.931791,NA,1336.619708,7.676,227.5,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",0.23,NA,"Muslim (Sunni)"
"Afghanistan",1985,12.625292,NA,1292.744819,7.679,219.6,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",0.23,NA,"Muslim (Sunni)"
"Afghanistan",1986,12.372113,NA,1385.42645,7.681,211.3,"SouthAs",0,0,0,NA,NA,4,"Sunni Muslim",0.23,NA,"Muslim (Sunni)"
"Afghanistan",1987,12.183387,NA,1145.54812,7.682,203.3,"SouthAs",1,0,2,100,0,4,"Sunni Muslim",0.23,NA,"Muslim (Sunni)"
"Afghanistan",1988,12.156685,NA,1034.829439,7.682,195,"SouthAs",11,128,106,100,11.6,4,"Sunni Muslim",0.23,NA,"Muslim (Sunni)"
"Afghanistan",1989,12.414686,NA,1009.873573,7.682,186.9,"SouthAs",10,10,84,60,1,4,"Sunni Muslim",0.23,NA,"Muslim (Sunni)"
"Afghanistan",1990,13.032161,50.3,953.5146868,7.687,179.1,"SouthAs",2,12,122,100,6,4,"Sunni Muslim",0.296,NA,"Muslim (Sunni)"
"Afghanistan",1991,14.069854,50.2,948.0595413,7.7,171.5,"SouthAs",30,68,127,100,2.27,4,"Sunni Muslim",0.296,NA,"Muslim (Sunni)"
"Afghanistan",1992,15.472076,50.4,872.659964,7.725,164.6,"SouthAs",36,49,185,80.6,1.36,4,"Sunni Muslim",0.296,NA,"Muslim (Sunni)"
"Afghanistan",1993,17.053213,50.5,751.0515319,7.758,158.4,"SouthAs",NA,NA,NA,NA,NA,4,"Sunni Muslim",0.296,NA,"Muslim (Sunni)"
"Afghanistan",1994,18.553819,50.1,672.5617679,7.796,153.3,"SouthAs",9,22,30,100,2.44,4,"Sunni Muslim",0.296,NA,"Muslim (Sunni)"
"Afghanistan",1995,19.78988,50.4,808.8680781,7.832,149.1,"SouthAs",6,5,10,83.3,0.833,4,"Sunni Muslim",0.296,NA,"Muslim (Sunni)"
"Afghanistan",1996,20.684982,50.6,830.4196796,7.859,145.7,"SouthAs",4,31,30,75,7.75,4,"Sunni Muslim",0.296,NA,"Muslim (Sunni)"
"Afghanistan",1997,21.29935,50.7,853.8450877,7.869,143,"SouthAs",1,4,37,100,4,4,"Sunni Muslim",0.296,NA,"Muslim (Sunni)"
"Afghanistan",1998,21.752257,50,877.9757655,7.854,140.6,"SouthAs",1,8,30,100,8,4,"Sunni Muslim",0.296,NA,"Muslim (Sunni)"
"Afghanistan",1999,22.227543,50.8,901.7501247,7.809,138.2,"SouthAs",9,39,41,100,4.33,4,"Sunni Muslim",0.296,NA,"Muslim (Sunni)"
"Afghanistan",2000,22.856302,51,892.2387735,7.733,135.6,"SouthAs",14,38,11,100,2.71,4,"Sunni Muslim",0.341,NA,"Muslim (Sunni)"
"Afghanistan",2001,23.677385,51.1,799.6817856,7.623,132.7,"SouthAs",13,172,57,100,13.2,4,"Sunni Muslim",0.341,NA,"Muslim (Sunni)"
"Afghanistan",2002,24.639841,51.6,976.6691586,7.484,129.4,"SouthAs",38,74,297,73.7,1.95,4,"Sunni Muslim",0.341,NA,"Muslim (Sunni)"
"Afghanistan",2003,25.678639,52.1,1055.14511,7.321,125.9,"SouthAs",100,163,186,92,1.63,4,"Sunni Muslim",0.341,2.294208806,"Muslim (Sunni)"
"Afghanistan",2004,26.693486,52.5,1081.472262,7.136,122.4,"SouthAs",88,275,263,89.8,3.12,4,"Sunni Muslim",0.341,2.369786136,"Muslim (Sunni)"
"Afghanistan",2005,27.614718,52.9,1174.582145,6.93,119,"SouthAs",155,367,411,96.8,2.37,4,"Sunni Muslim",0.396,1.950429464,"Muslim (Sunni)"
"Afghanistan",2006,28.420974,53.2,1193.282161,6.702,115.8,"SouthAs",282,731,922,96.8,2.59,4,"Sunni Muslim",0.396,1.861299883,"Muslim (Sunni)"
"Afghanistan",2007,29.145841,53.6,1321.945588,6.456,112.9,"SouthAs",340,1197,1148,98.5,3.52,4,"Sunni Muslim",0.396,2.23706949,"Muslim (Sunni)"
"Afghanistan",2008,29.839994,54,1323.495832,6.196,110.2,"SouthAs",416,1089,1330,92.8,2.62,4,"Sunni Muslim",0.43,2.328002822,"Muslim (Sunni)"
"Afghanistan",2009,30.577756,54.5,1552.033398,5.928,107.7,"SouthAs",502,1064,1594,94.8,2.12,4,"Sunni Muslim",0.43,2.060751263,"Muslim (Sunni)"
"Afghanistan",2010,31.411743,54.8,1632.338112,5.659,105.2,"SouthAs",540,1058,1625,91.7,1.96,4,"Sunni Muslim",0.453,1.897472797,"Muslim (Sunni)"
"Afghanistan",2011,32.35826,55.2,1695.153436,5.395,102.6,"SouthAs",422,1521,1941,94.3,3.6,4,"Sunni Muslim",0.458,1.778592618,"Muslim (Sunni)"
"Afghanistan",2012,33.397058,55.5,1885.356711,5.141,100,"SouthAs",1467,3521,4493,91.2,2.4,4,"Sunni Muslim",0.466,1.144715113,"Muslim (Sunni)"
"Afghanistan",2013,34.499915,56.2,1906.651322,4.9,97.3,"SouthAs",1443,3697,4323,92.2,2.56,4,"Sunni Muslim",0.468,1.06917093,"Muslim (Sunni)"
"Albania",1970,2.135599,66.948,4388.74856,5.05,NA,"Eurasia",0,0,0,NA,NA,8,"Muslim",NA,NA,"Muslim (Sunni)"
"Albania",1971,2.18865,67.251,4564.174585,4.933,NA,"Eurasia",0,0,0,NA,NA,8,"Muslim",NA,NA,"Muslim (Sunni)"
"Albania",1972,2.241623,67.595,4742.879349,4.809,NA,"Eurasia",0,0,0,NA,NA,8,"Muslim",NA,NA,"Muslim (Sunni)"
"Albania",1973,2.294578,67.966,4979.115617,4.677,NA,"Eurasia",0,0,0,NA,NA,8,"Muslim",NA,NA,"Muslim (Sunni)"
"Albania",1974,2.347607,68.356,4997.677376,4.538,NA,"Eurasia",0,0,0,NA,NA,8,"Muslim",NA,NA,"Muslim (Sunni)"
"Albania",1975,2.400801,68.748,5015.090736,4.393,NA,"Eurasia",0,0,0,NA,NA,8,"Muslim",NA,NA,"Muslim (Sunni)"
"Albania",1976,2.454255,69.121,5035.164724,4.244,NA,"Eurasia",0,0,0,NA,NA,8,"Muslim",NA,NA,"Muslim (Sunni)"
"Albania",1977,2.508026,69.459,5057.19173,4.094,NA,"Eurasia",0,0,0,NA,NA,8,"Muslim",NA,NA,"Muslim (Sunni)"
"Albania",1978,2.562121,69.753,5080.468007,3.947,89.5,"Eurasia",0,0,0,NA,NA,8,"Muslim",NA,NA,"Muslim (Sunni)"
"Albania",1979,2.61653,70.001,5105.237002,3.807,83.1,"Eurasia",0,0,0,NA,NA,8,"Muslim",NA,NA,"Muslim (Sunni)"
"Albania",1980,2.6713,70.218,5141.289734,3.678,77.3,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.603,NA,"Muslim (Sunni)"
"Albania",1981,2.725029,NA,5168.872993,3.562,72,"Eurasia",1,0,0,100,0,8,"Muslim",0.603,NA,"Muslim (Sunni)"
"Albania",1982,2.777592,NA,5197.293982,3.46,66.9,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.603,NA,"Muslim (Sunni)"
"Albania",1983,2.831682,NA,5227.633451,3.372,62.2,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.603,NA,"Muslim (Sunni)"
"Albania",1984,2.891004,NA,5257.394504,3.297,57.9,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.603,NA,"Muslim (Sunni)"
"Albania",1985,2.95739,NA,5284.909279,3.233,53.9,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.603,NA,"Muslim (Sunni)"
"Albania",1986,3.033393,NA,5318.490361,3.177,50.5,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.603,NA,"Muslim (Sunni)"
"Albania",1987,3.116009,NA,5351.961161,3.126,47.4,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.603,NA,"Muslim (Sunni)"
"Albania",1988,3.194854,NA,5385.848186,3.075,44.7,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.603,5.615004704,"Muslim (Sunni)"
"Albania",1989,3.255859,NA,5426.464786,3.023,42.5,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.603,5.165676383,"Muslim (Sunni)"
"Albania",1990,3.289483,73.5,5474.941477,2.97,40.5,"Eurasia",1,0,0,100,0,8,"Muslim",0.609,5.888300825,"Muslim (Sunni)"
"Albania",1991,3.291695,73.4,3889.965658,2.917,38.8,"Eurasia",1,0,0,100,0,8,"Muslim",0.609,NA,"Muslim (Sunni)"
"Albania",1992,3.266983,73.4,3574.867908,2.867,37.3,"Eurasia",3,1,0,66.7,0.333,8,"Muslim",0.609,4.649458885,"Muslim (Sunni)"
"Albania",1993,3.224901,73.4,3888.645755,2.819,35.9,"Eurasia",NA,NA,NA,NA,NA,8,"Muslim",0.609,3.199297902,"Muslim (Sunni)"
"Albania",1994,3.179442,73.6,4178.035474,2.772,34.5,"Eurasia",2,1,0,100,0.5,8,"Muslim",0.609,2.500385762,"Muslim (Sunni)"
"Albania",1995,3.141102,73.8,4702.960855,2.723,33.1,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.609,2.099713037,"Muslim (Sunni)"
"Albania",1996,3.112597,73.9,5109.568026,2.67,31.7,"Eurasia",6,7,37,66.7,1.17,8,"Muslim",0.609,1.517095504,"Muslim (Sunni)"
"Albania",1997,3.091902,73.9,4570.583488,2.611,30.3,"Eurasia",41,26,77,85.4,0.634,8,"Muslim",0.609,1.378706629,"Muslim (Sunni)"
"Albania",1998,3.079037,73.8,5131.295018,2.543,28.8,"Eurasia",7,0,5,100,0,8,"Muslim",0.609,1.228881993,"Muslim (Sunni)"
"Albania",1999,3.072725,74,5622.988551,2.467,27.5,"Eurasia",3,6,5,100,2,8,"Muslim",0.609,1.242064526,"Muslim (Sunni)"
"Albania",2000,3.071856,74.2,6005.083412,2.383,26.1,"Eurasia",2,0,0,50,0,8,"Muslim",0.655,1.22789866,"Muslim (Sunni)"
"Albania",2001,3.077378,74.4,6407.074312,2.291,24.8,"Eurasia",1,0,0,100,0,8,"Muslim",0.655,1.299607362,"Muslim (Sunni)"
"Albania",2002,3.089778,74.5,6590.533753,2.195,23.6,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.655,1.315793712,"Muslim (Sunni)"
"Albania",2003,3.106701,74.4,6949.816248,2.097,22.5,"Eurasia",1,0,0,0,0,8,"Muslim",0.655,1.359223905,"Muslim (Sunni)"
"Albania",2004,3.124861,74.4,7322.045206,2.004,21.4,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.655,1.353481358,"Muslim (Sunni)"
"Albania",2005,3.1418,74.4,7685.262481,1.919,20.4,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.689,1.314853331,"Muslim (Sunni)"
"Albania",2006,3.156607,74.5,8090.42328,1.849,19.5,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.689,1.543750384,"Muslim (Sunni)"
"Albania",2007,3.169665,74.7,8528.395747,1.796,18.7,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.689,1.820765344,"Muslim (Sunni)"
"Albania",2008,3.181397,74.9,9111.710122,1.761,17.9,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.703,1.98486873,"Muslim (Sunni)"
"Albania",2009,3.192723,75,9377.045354,1.744,17.2,"Eurasia",1,0,0,100,0,8,"Muslim",0.703,2.065937255,"Muslim (Sunni)"
"Albania",2010,3.204284,75.2,9656.957169,1.741,16.5,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.708,1.593117384,"Muslim (Sunni)"
"Albania",2011,3.215988,75.5,9897.179958,1.748,15.9,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.714,1.527305355,"Muslim (Sunni)"
"Albania",2012,3.227373,75.7,10122.60617,1.76,15.4,"Eurasia",0,0,0,NA,NA,8,"Muslim",0.714,1.490855702,"Muslim (Sunni)"
"Albania",2013,3.238316,75.8,10296.34371,1.771,14.9,"Eurasia",1,0,0,0,0,8,"Muslim",0.716,1.38415776,"Muslim (Sunni)"
"Algeria",1970,13.746185,50.366,7280.342536,7.641,244.7,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Algeria",1971,14.165889,50.767,6472.539085,7.622,240,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Algeria",1972,14.600659,51.195,7606.011041,7.591,233.8,"MidEast",1,0,0,100,0,12,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Algeria",1973,15.052371,51.67,7627.722709,7.548,226.4,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Algeria",1974,15.524137,52.213,7857.496094,7.492,217.7,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Algeria",1975,16.018195,52.861,8163.135164,7.422,208.1,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Algeria",1976,16.533323,53.656,8442.429729,7.339,197.7,"MidEast",1,0,0,100,0,12,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Algeria",1977,17.068212,54.605,8929.401491,7.244,186.7,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Algeria",1978,17.624756,55.697,9770.893479,7.138,175,"MidEast",1,0,1,0,0,12,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Algeria",1979,18.205468,56.907,10332.55684,7.021,162.2,"MidEast",1,0,0,100,0,12,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Algeria",1980,18.811199,58.198,10201.92333,6.889,148,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",0.509,NA,"Muslim (Sunni)"
"Algeria",1981,19.442423,NA,10191.31167,6.741,132.4,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",0.509,NA,"Muslim (Sunni)"
"Algeria",1982,20.095648,NA,10506.19576,6.576,115.5,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",0.509,NA,"Muslim (Sunni)"
"Algeria",1983,20.762767,NA,10721.61215,6.392,98.6,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",0.509,NA,"Muslim (Sunni)"
"Algeria",1984,21.43307,NA,10969.66345,6.192,83.5,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",0.509,NA,"Muslim (Sunni)"
"Algeria",1985,22.098298,NA,11049.11881,5.976,71.3,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",0.509,NA,"Muslim (Sunni)"
"Algeria",1986,22.753511,NA,10736.83655,5.747,62.1,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",0.509,NA,"Muslim (Sunni)"
"Algeria",1987,23.39847,NA,10388.30226,5.508,55.7,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",0.509,NA,"Muslim (Sunni)"
"Algeria",1988,24.035237,NA,9894.922552,5.263,51.4,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",0.509,1.74077246,"Muslim (Sunni)"
"Algeria",1989,24.6681,NA,10117.97855,5.014,48.8,"MidEast",0,0,0,NA,NA,12,"Sunni Muslim",0.509,1.535553959,"Muslim (Sunni)"
"Algeria",1990,25.299182,70.5,10112.79638,4.761,47.1,"MidEast",2,3,1,50,1.5,12,"Sunni Muslim",0.576,1.457358755,"Muslim (Sunni)"
"Algeria",1991,25.93056,70.8,9748.48761,4.503,45.9,"MidEast",30,42,73,96.7,1.4,12,"Sunni Muslim",0.576,1.23611608,"Muslim (Sunni)"
"Algeria",1992,26.557969,71.1,9692.76153,4.238,45.1,"MidEast",215,236,274,84.2,1.1,12,"Sunni Muslim",0.576,2.194237699,"Muslim (Sunni)"
"Algeria",1993,27.169903,71.3,9279.459073,3.971,44.3,"MidEast",NA,NA,NA,NA,NA,12,"Sunni Muslim",0.576,2.55660378,"Muslim (Sunni)"
"Algeria",1994,27.751086,71.5,9005.585945,3.705,43.5,"MidEast",227,500,133,94.7,2.2,12,"Sunni Muslim",0.576,3.137780742,"Muslim (Sunni)"
"Algeria",1995,28.291591,71.7,9168.36559,3.449,42.7,"MidEast",185,417,1061,91.9,2.25,12,"Sunni Muslim",0.576,2.956244301,"Muslim (Sunni)"
"Algeria",1996,28.786855,72.1,9374.860054,3.207,41.9,"MidEast",130,529,1118,98.5,4.07,12,"Sunni Muslim",0.576,3.094124505,"Muslim (Sunni)"
"Algeria",1997,29.242917,72.4,9321.734892,2.987,41.2,"MidEast",344,4266,1861,98.3,12.4,12,"Sunni Muslim",0.576,3.637364298,"Muslim (Sunni)"
"Algeria",1998,29.673694,72.9,9646.161427,2.794,40.7,"MidEast",151,952,949,97.4,6.3,12,"Sunni Muslim",0.576,3.96565967,"Muslim (Sunni)"
"Algeria",1999,30.09901,73,9809.74442,2.634,40.2,"MidEast",106,467,325,99.1,4.41,12,"Sunni Muslim",0.576,3.755079887,"Muslim (Sunni)"
"Algeria",2000,30.533827,73.2,9885.491284,2.514,39.6,"MidEast",138,528,275,98.6,3.83,12,"Sunni Muslim",0.634,3.433394097,"Muslim (Sunni)"
"Algeria",2001,30.982214,73.4,10202.9068,2.439,38.8,"MidEast",113,624,253,97.3,5.52,12,"Sunni Muslim",0.634,3.82069278,"Muslim (Sunni)"
"Algeria",2002,31.441848,73.6,10634.4256,2.407,37.8,"MidEast",132,615,320,97,4.66,12,"Sunni Muslim",0.634,3.700826769,"Muslim (Sunni)"
"Algeria",2003,31.913462,73.7,11251.4123,2.412,36.5,"MidEast",75,269,112,94.7,3.59,12,"Sunni Muslim",0.634,3.251210365,"Muslim (Sunni)"
"Algeria",2004,32.396048,74.2,11574.63194,2.448,35.1,"MidEast",67,166,187,97,2.48,12,"Sunni Muslim",0.634,3.283886172,"Muslim (Sunni)"
"Algeria",2005,32.888449,74.5,12077.22937,2.507,33.6,"MidEast",104,228,228,91.3,2.19,12,"Sunni Muslim",0.675,2.834176794,"Muslim (Sunni)"
"Algeria",2006,33.391954,74.8,12088.08762,2.58,32.1,"MidEast",152,185,266,91.4,1.22,12,"Sunni Muslim",0.675,2.64380883,"Muslim (Sunni)"
"Algeria",2007,33.906605,75,12289.02726,2.656,30.7,"MidEast",124,279,630,82.3,2.25,12,"Sunni Muslim",0.675,2.923322248,"Muslim (Sunni)"
"Algeria",2008,34.428028,75.3,12314.34698,2.725,29.5,"MidEast",107,249,328,88.8,2.33,12,"Sunni Muslim",0.695,3.024746237,"Muslim (Sunni)"
"Algeria",2009,34.950168,75.6,12285.12888,2.781,28.4,"MidEast",108,204,211,94.4,1.89,12,"Sunni Muslim",0.695,3.848515533,"Muslim (Sunni)"
"Algeria",2010,35.468208,75.9,12494.06704,2.817,27.4,"MidEast",100,109,220,94,1.09,12,"Sunni Muslim",0.709,3.518023175,"Muslim (Sunni)"
"Algeria",2011,35.980193,76.1,12605.77155,2.829,26.6,"MidEast",15,25,34,66.7,1.67,12,"Sunni Muslim",0.715,4.346310989,"Muslim (Sunni)"
"Algeria",2012,36.485828,76.2,12751.71608,2.82,25.8,"MidEast",41,30,105,95.1,0.732,12,"Sunni Muslim",0.715,4.56430505,"Muslim (Sunni)"
"Algeria",2013,36.983924,76.3,12956.59857,2.795,25.2,"MidEast",21,101,47,95.2,4.81,12,"Sunni Muslim",0.717,4.95063502,"Muslim (Sunni)"
"Angola",1970,5.926333,37.032,5190.090412,7.301,260.52,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1971,6.047736,37.439,5391.38543,7.264,NA,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1972,6.179685,37.846,5285.165836,7.232,NA,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1973,6.322194,38.247,5585.229139,7.208,NA,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1974,6.474796,38.635,5625.132365,7.192,NA,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1975,6.637419,38.998,5210.626254,7.185,NA,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1976,6.80885,39.324,4812.946179,7.186,NA,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1977,6.989988,39.605,4722.834918,7.189,NA,"SubSahr",1,0,0,100,0,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1978,7.185188,39.84,4351.181822,7.194,NA,"SubSahr",2,0,40,100,0,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1979,7.400231,40.029,4238.115152,7.197,NA,"SubSahr",3,19,30,100,6.33,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1980,7.63842,40.182,4218.141229,7.2,232,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1981,7.903368,NA,3897.358294,7.201,231.1,"SubSahr",1,3,0,100,3,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1982,8.191774,NA,3760.144851,7.203,230.2,"SubSahr",2,2,0,100,1,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1983,8.491682,NA,3779.693122,7.205,229.1,"SubSahr",7,282,349,100,40.3,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1984,8.786652,NA,3871.976479,7.207,228.3,"SubSahr",11,179,70,100,16.3,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1985,9.065562,NA,3884.201503,7.208,227.6,"SubSahr",6,6,0,100,1,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1986,9.32255,NA,3897.09641,7.206,227,"SubSahr",5,119,23,100,23.8,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1987,9.562796,NA,4065.147272,7.202,226.6,"SubSahr",3,5,10,100,1.67,24,"Indigenous beliefs",NA,NA,"None/Other"
"Angola",1988,9.79968,NA,4187.951377,7.194,226.2,"SubSahr",12,145,138,100,12.1,24,"Indigenous beliefs",NA,22,"None/Other"
"Angola",1989,10.052567,NA,4098.416369,7.182,226,"SubSahr",12,88,10,100,7.33,24,"Indigenous beliefs",NA,19.33333333,"None/Other"
"Angola",1990,10.335052,50.3,3968.670389,7.165,225.9,"SubSahr",206,147,217,98.1,0.714,24,"Indigenous beliefs",NA,17.33333333,"None/Other"
"Angola",1991,10.653515,50.7,3888.203553,7.143,225.8,"SubSahr",16,69,75,87.5,4.31,24,"Indigenous beliefs",NA,7.125,"None/Other"
"Angola",1992,11.00291,50.7,3544.938731,7.116,225.9,"SubSahr",50,97,56,94,1.94,24,"Indigenous beliefs",NA,7.692307692,"None/Other"
"Angola",1993,11.37175,49.6,2607.337986,7.087,225.5,"SubSahr",NA,NA,NA,NA,NA,24,"Indigenous beliefs",NA,17.47211896,"None/Other"
"Angola",1994,11.74296,50.5,2558.734506,7.054,225.2,"SubSahr",9,108,75,100,12,24,"Indigenous beliefs",NA,5.707836182,"None/Other"
"Angola",1995,12.105105,50.9,2854.513406,7.019,224.7,"SubSahr",10,52,26,90,5.2,24,"Indigenous beliefs",NA,4.706485141,"None/Other"
"Angola",1996,12.452725,51,3329.794997,6.984,223.8,"SubSahr",4,18,6,100,4.5,24,"Indigenous beliefs",NA,2.447896033,"None/Other"
"Angola",1997,12.792237,51.2,3419.698805,6.949,222.4,"SubSahr",7,34,32,100,4.86,24,"Indigenous beliefs",NA,5.972251161,"None/Other"
"Angola",1998,13.138265,51.6,3329.632762,6.913,220.8,"SubSahr",20,275,47,100,13.8,24,"Indigenous beliefs",NA,2.641991908,"None/Other"
"Angola",1999,13.511575,51.9,3342.531667,6.878,218.9,"SubSahr",34,299,299,97.1,8.79,24,"Indigenous beliefs",NA,17.33469221,"None/Other"
"Angola",2000,13.926373,52.6,3340.654977,6.844,216.7,"SubSahr",22,178,43,100,8.09,24,"Indigenous beliefs",0.377,6.392603154,"None/Other"
"Angola",2001,14.388244,53,3334.947335,6.811,214.5,"SubSahr",40,846,474,97.5,21.1,24,"Indigenous beliefs",0.377,4.524353815,"None/Other"
"Angola",2002,14.890474,53.8,3690.689524,6.778,212.1,"SubSahr",6,59,17,100,9.83,24,"Indigenous beliefs",0.377,3.510234707,"None/Other"
"Angola",2003,15.419943,54.5,3681.574455,6.743,209.8,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",0.377,4.722133817,"None/Other"
"Angola",2004,15.95746,55.2,3956.009985,6.704,207.1,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",0.377,4.162413494,"None/Other"
"Angola",2005,16.489021,56,4613.317229,6.657,204.5,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",0.446,4.834841852,"None/Other"
"Angola",2006,17.010366,56.9,5303.703307,6.598,200.9,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",0.446,4.714845107,"None/Other"
"Angola",2007,17.525367,57.6,6341.613866,6.523,196.8,"SubSahr",0,0,0,NA,NA,24,"Indigenous beliefs",0.446,3.36223172,"None/Other"
