"Country","Year","TotalPopulation","LifeExpectancy","GDPPerCapita","ChildrenPerWoman","UnderFiveMortality","region","NumIncidents","NumFatalities","NumWounded","PctSuccess","FatalPerInc","NumCode","ReligionDetail","HDI","MilXpnd","Religion"
"Mexico",2004,105.175967,75.6,15111.21753,2.484,20.4,"LatinAm",1,0,3,0,0,484,"Roman Catholic",0.699,0.406223688,"Christian (Catholic)"
"Mexico",2005,106.483757,75.6,15380.73753,2.448,19.5,"LatinAm",1,2,0,100,2,484,"Roman Catholic",0.724,0.418022841,"Christian (Catholic)"
"Mexico",2006,107.835259,75.8,15955.23227,2.413,18.9,"LatinAm",7,7,34,100,1,484,"Roman Catholic",0.724,0.422238721,"Christian (Catholic)"
"Mexico",2007,109.220753,75.9,16206.32446,2.379,18.4,"LatinAm",10,25,6,100,2.5,484,"Roman Catholic",0.724,0.45807063,"Christian (Catholic)"
"Mexico",2008,110.627158,75.7,16133.61088,2.346,17.9,"LatinAm",8,21,104,87.5,2.62,484,"Roman Catholic",0.739,0.448540527,"Christian (Catholic)"
"Mexico",2009,112.033369,75.5,14922.73043,2.313,17.4,"LatinAm",1,2,3,0,2,484,"Roman Catholic",0.739,0.542546694,"Christian (Catholic)"
"Mexico",2010,113.423047,75.7,15480.74363,2.281,16.8,"LatinAm",5,0,0,60,0,484,"Roman Catholic",0.748,0.561034918,"Christian (Catholic)"
"Mexico",2011,114.793341,76.2,15886.71746,2.248,16,"LatinAm",2,0,1,100,0,484,"Roman Catholic",0.752,0.5525493,"Christian (Catholic)"
"Mexico",2012,116.146768,76,16314.73284,2.216,15.3,"LatinAm",16,17,8,93.8,1.06,484,"Roman Catholic",0.755,0.588102724,"Christian (Catholic)"
"Mexico",2013,117.478371,75.5,16301.35489,2.185,14.5,"LatinAm",8,47,110,100,5.88,484,"Roman Catholic",0.756,0.620924605,"Christian (Catholic)"
"Moldova",1970,3.594501,65.045,5492.398081,2.582,NA,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1971,3.645524,65.134,5583.265939,2.56,63.8,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1972,3.697183,65.186,5559.275853,2.542,61.9,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1973,3.747974,65.213,5969.4631,2.523,59.9,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1974,3.795721,65.221,6087.822577,2.503,58.1,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1975,3.838998,65.209,6050.843421,2.483,56.3,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1976,3.877052,65.172,6279.832298,2.465,54.7,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1977,3.91076,65.111,6373.63595,2.455,52.9,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1978,3.94228,65.037,6480.153053,2.454,51.4,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1979,3.974656,64.971,6398.727202,2.462,49.9,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1980,4.009998,64.951,6357.844256,2.481,48.5,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1981,4.048772,NA,6366.885904,2.51,46.9,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1982,4.090009,NA,6472.929036,2.546,45.1,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1983,4.132576,NA,6626.58811,2.585,43.2,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1984,4.174737,NA,6652.025069,2.62,41.2,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1985,4.214996,NA,6655.354465,2.643,39,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1986,4.252952,NA,6871.745924,2.646,36.9,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1987,4.288276,NA,6905.001931,2.625,35.2,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1988,4.319579,NA,6999.042212,2.578,33.7,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1989,4.345236,NA,7071.922327,2.506,32.7,"Eurasia",0,0,0,NA,NA,498,"Orthodox",NA,NA,"Christian (Orthodox)"
"Moldova",1990,4.36395,68,6859.461622,2.413,32.3,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.645,NA,"Christian (Orthodox)"
"Moldova",1991,4.375242,67.9,5621.004313,2.305,32.5,"Eurasia",1,0,0,100,0,498,"Orthodox",0.645,NA,"Christian (Orthodox)"
"Moldova",1992,4.378913,67.7,3972.507473,2.191,33.3,"Eurasia",11,10,39,100,0.909,498,"Orthodox",0.645,NA,"Christian (Orthodox)"
"Moldova",1993,4.374366,67.3,3914.591694,2.079,34.5,"Eurasia",NA,NA,NA,NA,NA,498,"Orthodox",0.645,0.530093355,"Christian (Orthodox)"
"Moldova",1994,4.361061,66.4,2702.871945,1.975,35.5,"Eurasia",1,1,0,100,1,498,"Orthodox",0.645,0.773792417,"Christian (Orthodox)"
"Moldova",1995,4.33875,66,2667.190848,1.882,36.2,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.645,0.925968809,"Christian (Orthodox)"
"Moldova",1996,4.307683,66.7,2514.933608,1.801,36.2,"Eurasia",2,0,0,100,0,498,"Orthodox",0.645,0.906689226,"Christian (Orthodox)"
"Moldova",1997,4.26837,67.9,2560.211813,1.73,35.5,"Eurasia",1,0,0,100,0,498,"Orthodox",0.645,0.902777087,"Christian (Orthodox)"
"Moldova",1998,4.22129,68.8,2397.010047,1.667,34.2,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.645,0.647425631,"Christian (Orthodox)"
"Moldova",1999,4.167099,69.1,2317.490217,1.613,32.4,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.645,0.51129823,"Christian (Orthodox)"
"Moldova",2000,4.106736,69.3,2366.897695,1.568,30.6,"Eurasia",1,0,0,0,0,498,"Orthodox",0.598,0.3951448,"Christian (Orthodox)"
"Moldova",2001,4.040204,69.8,2510.759376,1.535,28.6,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.598,0.40259686,"Christian (Orthodox)"
"Moldova",2002,3.968812,70.2,2704.781614,1.511,26.7,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.598,0.419846587,"Christian (Orthodox)"
"Moldova",2003,3.896409,70.3,2871.973817,1.497,25,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.598,0.416381264,"Christian (Orthodox)"
"Moldova",2004,3.827906,70.1,3079.654888,1.489,23.5,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.598,0.360979037,"Christian (Orthodox)"
"Moldova",2005,3.766876,69.7,3303.960518,1.487,22.2,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.639,0.400235112,"Christian (Orthodox)"
"Moldova",2006,3.714961,69.4,3472.169546,1.487,21.1,"Eurasia",1,2,10,100,2,498,"Orthodox",0.639,0.482634466,"Christian (Orthodox)"
"Moldova",2007,3.67154,69.4,3585.067722,1.488,20,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.639,0.516193551,"Christian (Orthodox)"
"Moldova",2008,3.635059,69.6,3873.789278,1.487,19,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.652,0.608535598,"Christian (Orthodox)"
"Moldova",2009,3.602853,69.8,3646.669912,1.483,18.1,"Eurasia",1,0,39,100,0,498,"Orthodox",0.652,0.457886649,"Christian (Orthodox)"
"Moldova",2010,3.572885,70.2,3909.537263,1.477,17.4,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.652,0.31550185,"Christian (Orthodox)"
"Moldova",2011,3.544864,70.9,4179.214809,1.469,16.7,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.656,0.327388277,"Christian (Orthodox)"
"Moldova",2012,3.519266,71.5,4149.599992,1.462,16,"Eurasia",1,0,0,0,0,498,"Orthodox",0.657,0.327674672,"Christian (Orthodox)"
"Moldova",2013,3.495657,71.9,4516.957358,1.456,15.4,"Eurasia",0,0,0,NA,NA,498,"Orthodox",0.663,0.335190528,"Christian (Orthodox)"
"Mongolia",1970,1.281535,55.363,1375.749299,7.569,NA,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",NA,NA,"Buddhist"
"Mongolia",1971,1.319817,55.818,1399.300347,7.546,NA,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",NA,NA,"Buddhist"
"Mongolia",1972,1.359478,56.192,1406.736427,7.497,NA,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",NA,NA,"Buddhist"
"Mongolia",1973,1.40015,56.477,1486.161202,7.413,NA,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",NA,NA,"Buddhist"
"Mongolia",1974,1.441311,56.676,1505.699598,7.294,NA,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",NA,NA,"Buddhist"
"Mongolia",1975,1.482599,56.796,1548.988091,7.144,NA,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",NA,NA,"Buddhist"
"Mongolia",1976,1.523908,56.848,1563.130711,6.969,NA,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",NA,NA,"Buddhist"
"Mongolia",1977,1.56538,56.86,1672.593538,6.78,NA,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",NA,NA,"Buddhist"
"Mongolia",1978,1.607212,56.86,1701.201587,6.587,177.8,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",NA,NA,"Buddhist"
"Mongolia",1979,1.64971,56.875,1729.407486,6.395,171.1,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",NA,NA,"Buddhist"
"Mongolia",1980,1.693122,56.936,1948.555531,6.209,164.6,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.515,NA,"Buddhist"
"Mongolia",1981,1.736994,NA,1724.643674,6.033,158.4,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.515,NA,"Buddhist"
"Mongolia",1982,1.781213,NA,1998.726411,5.864,152.5,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.515,NA,"Buddhist"
"Mongolia",1983,1.826717,NA,2240.300278,5.696,146.6,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.515,NA,"Buddhist"
"Mongolia",1984,1.874774,NA,2496.020204,5.526,140.9,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.515,NA,"Buddhist"
"Mongolia",1985,1.926002,NA,2434.143874,5.345,135.2,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.515,NA,"Buddhist"
"Mongolia",1986,1.98117,NA,2554.858264,5.14,129.6,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.515,NA,"Buddhist"
"Mongolia",1987,2.039204,NA,2706.966245,4.906,123.9,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.515,NA,"Buddhist"
"Mongolia",1988,2.096653,NA,2788.087812,4.644,118.4,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.515,9.361947203,"Buddhist"
"Mongolia",1989,2.14885,NA,2713.361237,4.356,113,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.515,7.921050129,"Buddhist"
"Mongolia",1990,2.192553,61.8,3836.361642,4.052,107.9,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.552,4.62358103,"Buddhist"
"Mongolia",1991,2.226469,61.7,2740.773143,3.746,103,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.552,3.929086345,"Buddhist"
"Mongolia",1992,2.251861,61.5,2560.627273,3.451,98.4,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.552,2.109378945,"Buddhist"
"Mongolia",1993,2.271236,61.3,2082.28058,3.18,93.9,"AsiaPac",NA,NA,NA,NA,NA,496,"Buddhist",0.552,1.821436789,"Buddhist"
"Mongolia",1994,2.28837,61.1,2228.757309,2.941,89.6,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.552,1.770725674,"Buddhist"
"Mongolia",1995,2.306131,60.9,2882.91442,2.738,85.4,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.552,1.465487119,"Buddhist"
"Mongolia",1996,2.325369,60.8,2647.259189,2.57,81.2,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.552,1.605698464,"Buddhist"
"Mongolia",1997,2.345618,60.8,2729.676026,2.43,77,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.552,1.582869023,"Buddhist"
"Mongolia",1998,2.366895,61,2562.254277,2.312,72.8,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.552,1.771622178,"Buddhist"
"Mongolia",1999,2.388862,61.2,2631.268211,2.216,68.7,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.552,1.704345638,"Buddhist"
"Mongolia",2000,2.411369,61.4,2892.156833,2.144,64.6,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.58,2.134368901,"Buddhist"
"Mongolia",2001,2.434515,61.6,3115.185585,2.102,60.5,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.58,1.823722843,"Buddhist"
"Mongolia",2002,2.458853,61.8,3328.026024,2.089,56.7,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.58,1.810319902,"Buddhist"
"Mongolia",2003,2.485177,61.9,3601.660822,2.103,53,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.58,1.525308817,"Buddhist"
"Mongolia",2004,2.514462,62,4164.656325,2.141,49.6,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.58,1.393003546,"Buddhist"
"Mongolia",2005,2.547339,62.2,4829.337077,2.193,46.4,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.637,1.180835545,"Buddhist"
"Mongolia",2006,2.584143,62.5,5840.350769,2.254,43.6,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.637,1.147891424,"Buddhist"
"Mongolia",2007,2.624509,62.9,6385.241377,2.315,41.1,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.637,1.335580234,"Buddhist"
"Mongolia",2008,2.667474,63.2,6354.646175,2.368,39,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.665,1.187036485,"Buddhist"
"Mongolia",2009,2.711659,63.5,5894.083354,2.41,37.2,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.665,0.821010167,"Buddhist"
"Mongolia",2010,2.756001,63.8,6765.508918,2.437,35.7,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.671,0.762997235,"Buddhist"
"Mongolia",2011,2.800114,64.1,7494.950771,2.447,34.2,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.682,0.83727024,"Buddhist"
"Mongolia",2012,2.844081,64.4,8266.133392,2.446,32.9,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.692,0.931777868,"Buddhist"
"Mongolia",2013,2.887863,64.7,9046.172589,2.436,31.8,"AsiaPac",0,0,0,NA,NA,496,"Buddhist",0.698,NA,"Buddhist"
"Montenegro",1970,0.518727,69.869,9565.034665,2.689,52.25,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1971,0.523214,70.413,10574.73294,2.657,49.7,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1972,0.528905,70.906,10840.6826,2.625,47.27,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1973,0.535454,71.334,11108.92802,2.59,45.38,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1974,0.542304,71.695,12430.66133,2.549,43.51,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1975,0.548999,71.993,12321.38579,2.503,NA,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1976,0.555632,72.242,12583.09854,2.453,NA,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1977,0.562247,72.46,13373.73276,2.402,NA,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1978,0.568285,72.664,13989.46975,2.354,NA,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1979,0.573036,72.862,14823.45367,2.309,NA,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1980,0.576069,73.057,15446.87949,2.266,NA,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1981,0.577041,NA,15627.47951,2.225,NA,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1982,0.576292,NA,15640.78616,2.185,NA,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1983,0.57492,NA,15686.86886,2.145,NA,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1984,0.574459,NA,15996.23857,2.104,26.8,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1985,0.575997,NA,16041.12852,2.063,24.5,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1986,0.579821,NA,16614.63784,2.022,22.4,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1987,0.585546,NA,16351.45913,1.98,20.5,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1988,0.59274,NA,16050.35437,1.94,18.9,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1989,0.600697,NA,15777.71008,1.902,17.7,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1990,0.608816,73.8,14571.94056,1.869,16.7,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1991,0.617144,73.9,12885.92697,1.843,16,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1992,0.62563,73.9,9760.469871,1.825,15.6,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1993,0.633443,73.7,6123.055688,1.815,15.4,"Eurasia",NA,NA,NA,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1994,0.639542,73.5,6129.732984,1.813,15.2,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1995,0.643227,73.2,6894.983499,1.815,15.1,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1996,0.644121,72.7,8632.143678,1.82,15,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1997,0.642533,72.3,9011.048009,1.824,14.8,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1998,0.639309,72.2,9250.564645,1.826,14.6,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",1999,0.635689,72.2,8380.444233,1.823,14.2,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",2000,0.632606,72,8620.922222,1.815,13.7,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",2001,0.630299,72.6,8796.708097,1.804,13.2,"Eurasia",1,1,0,100,1,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",2002,0.628594,73.2,9138.68326,1.792,12.5,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",2003,0.6275,73.5,9605.715193,1.779,11.8,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",2004,0.626912,73.9,10278.40276,1.767,11.1,"Eurasia",0,0,0,NA,NA,499,"Orthodox",NA,NA,"Christian (Orthodox)"
"Montenegro",2005,0.626739,73.9,10916.75843,1.756,10.4,"Eurasia",0,0,0,NA,NA,499,"Orthodox",0.75,NA,"Christian (Orthodox)"
"Montenegro",2006,0.627074,74,11837.28862,1.745,9.6,"Eurasia",0,0,0,NA,NA,499,"Orthodox",0.75,2.312705735,"Christian (Orthodox)"
"Montenegro",2007,0.627962,74.4,12821.28313,1.734,8.9,"Eurasia",1,0,0,100,0,499,"Orthodox",0.75,1.749695109,"Christian (Orthodox)"
"Montenegro",2008,0.629185,74.6,13671.668,1.722,8.1,"Eurasia",0,0,0,NA,NA,499,"Orthodox",0.78,1.882927294,"Christian (Orthodox)"
"Montenegro",2009,0.630435,74.9,12838.18678,1.71,7.5,"Eurasia",0,0,0,NA,NA,499,"Orthodox",0.78,1.851748107,"Christian (Orthodox)"
"Montenegro",2010,0.63149,75.2,13095.38975,1.698,6.8,"Eurasia",0,0,0,NA,NA,499,"Orthodox",0.784,1.826760593,"Christian (Orthodox)"
"Montenegro",2011,0.632261,75.4,14068.95875,1.687,6.2,"Eurasia",0,0,0,NA,NA,499,"Orthodox",0.787,1.76558258,"Christian (Orthodox)"
"Montenegro",2012,0.632796,75.5,13684.27013,1.676,5.7,"Eurasia",0,0,0,NA,NA,499,"Orthodox",0.787,1.673623159,"Christian (Orthodox)"
"Montenegro",2013,0.633167,75.6,14115.84739,1.666,5.3,"Eurasia",2,0,0,100,0,499,"Orthodox",0.789,1.502820644,"Christian (Orthodox)"
"Morocco",1970,15.309995,52.576,2428.718514,6.687,190.1,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Morocco",1971,15.706226,52.945,2501.291981,6.588,185.4,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Morocco",1972,16.099392,53.311,2508.051772,6.485,180.9,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Morocco",1973,16.493298,53.684,2546.008374,6.38,176.4,"MidEast",2,0,0,0,0,504,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Morocco",1974,16.893643,54.075,2630.983163,6.273,171.5,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Morocco",1975,17.304995,54.502,2751.410028,6.168,166.1,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Morocco",1976,17.726625,54.987,2994.096949,6.067,160.3,"MidEast",1,0,0,100,0,504,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Morocco",1977,18.158169,55.537,3080.330074,5.97,154.1,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Morocco",1978,18.604851,56.155,3108.873139,5.876,147.6,"MidEast",1,10,0,100,10,504,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Morocco",1979,19.073204,56.838,3188.64706,5.782,141,"MidEast",2,0,34,100,0,504,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Morocco",1980,19.56692,57.576,3414.379353,5.682,134.4,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.399,NA,"Muslim (Sunni)"
"Morocco",1981,20.088209,NA,3259.946748,5.57,127.9,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.399,NA,"Muslim (Sunni)"
"Morocco",1982,20.633004,NA,3511.723872,5.439,121.6,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.399,NA,"Muslim (Sunni)"
"Morocco",1983,21.1908,NA,3400.246198,5.29,115.5,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.399,NA,"Muslim (Sunni)"
"Morocco",1984,21.74715,NA,3450.114553,5.123,109.6,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.399,NA,"Muslim (Sunni)"
"Morocco",1985,22.291062,NA,3571.934389,4.942,103.9,"MidEast",2,0,0,100,0,504,"Sunni Muslim",0.399,NA,"Muslim (Sunni)"
"Morocco",1986,22.818601,NA,3754.689611,4.754,98.6,"MidEast",2,2,2,100,1,504,"Sunni Muslim",0.399,NA,"Muslim (Sunni)"
"Morocco",1987,23.330761,NA,3579.845859,4.567,93.6,"MidEast",4,200,0,100,50,504,"Sunni Muslim",0.399,NA,"Muslim (Sunni)"
"Morocco",1988,23.827539,NA,3851.164447,4.387,88.9,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.399,3.723612052,"Muslim (Sunni)"
"Morocco",1989,24.310585,NA,3846.606662,4.217,84.6,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.399,3.919630786,"Muslim (Sunni)"
"Morocco",1990,24.781105,68.3,3900.864449,4.058,80.7,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.459,3.709235015,"Muslim (Sunni)"
"Morocco",1991,25.237951,68.7,4119.14511,3.905,77.1,"MidEast",3,3,0,100,1,504,"Sunni Muslim",0.459,3.702935611,"Muslim (Sunni)"
"Morocco",1992,25.679802,69,3929.818404,3.755,73.6,"MidEast",1,2,0,100,2,504,"Sunni Muslim",0.459,3.834035149,"Muslim (Sunni)"
"Morocco",1993,26.107772,69.3,3825.450615,3.606,70.3,"MidEast",NA,NA,NA,NA,NA,504,"Sunni Muslim",0.459,4.153508537,"Muslim (Sunni)"
"Morocco",1994,26.5236,69.6,4196.645287,3.457,67,"MidEast",2,0,0,100,0,504,"Sunni Muslim",0.459,4.005253628,"Muslim (Sunni)"
"Morocco",1995,26.9286,69.7,3870.18553,3.31,63.9,"MidEast",1,0,1,100,0,504,"Sunni Muslim",0.459,3.867095364,"Muslim (Sunni)"
"Morocco",1996,27.323664,70.1,4325.381643,3.167,61,"MidEast",2,0,13,50,0,504,"Sunni Muslim",0.459,3.496831144,"Muslim (Sunni)"
"Morocco",1997,27.708647,70.4,4177.177886,3.033,58.2,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.459,3.759612405,"Muslim (Sunni)"
"Morocco",1998,28.082684,70.7,4448.265178,2.909,55.6,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.459,3.610442655,"Muslim (Sunni)"
"Morocco",1999,28.444414,71,4413.677348,2.797,53.1,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.459,2.969606668,"Muslim (Sunni)"
"Morocco",2000,28.793236,71.3,4429.572189,2.698,50.8,"MidEast",0,0,0,NA,NA,504,"Sunni Muslim",0.526,2.320650972,"Muslim (Sunni)"
